AggregationMethod,Date,Version,AirportName,PercentOfBaseline,lon,lat,City,State,ISO_3166_2,Country
Daily,2020-06-06,1.0,Montreal Mirabel,74,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-03-24,1.0,Montreal Mirabel,89,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-21,1.0,Montreal Mirabel,76,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-22,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-07-01,1.0,Montreal Mirabel,71,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-04-14,1.0,Montreal Mirabel,69,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-25,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-28,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-07-28,1.0,Montreal Mirabel,84,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-14,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-18,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-24,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-10,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-02,1.0,Montreal Mirabel,78,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-03-19,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-07-06,1.0,Montreal Mirabel,98,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-09-20,1.0,Montreal Mirabel,92,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-09-11,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-04-06,1.0,Montreal Mirabel,40,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-10-07,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-26,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-04-29,1.0,Montreal Mirabel,70,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-15,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-10-12,1.0,Montreal Mirabel,13,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-05,1.0,Montreal Mirabel,79,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-29,1.0,Montreal Mirabel,72,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-11,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-30,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-09-06,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-07-11,1.0,Montreal Mirabel,60,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-06,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-04-03,1.0,Montreal Mirabel,59,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-04-28,1.0,Montreal Mirabel,89,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-09-09,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-15,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-06-12,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-15,1.0,Montreal Mirabel,77,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-10-06,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-08,1.0,Montreal Mirabel,77,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-12,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-18,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-09-08,1.0,Montreal Mirabel,99,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-27,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-09-02,1.0,Montreal Mirabel,100,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-05-03,1.0,Montreal Mirabel,60,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-04-04,1.0,Montreal Mirabel,56,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-08-22,1.0,Montreal Mirabel,77,-74.048379779338, 45.6815027038316,Mirabel,Quebec,CA-QC,Canada
Daily,2020-07-29,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-06,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-30,1.0,Montreal Trudeau,58,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-22,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-16,1.0,Montreal Trudeau,100,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-31,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-21,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-06,1.0,Montreal Trudeau,71,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-01,1.0,Montreal Trudeau,66,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-04,1.0,Montreal Trudeau,82,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-09,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-30,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-15,1.0,Montreal Trudeau,90,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-24,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-08,1.0,Montreal Trudeau,83,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-12,1.0,Montreal Trudeau,56,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-08,1.0,Montreal Trudeau,67,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-11,1.0,Montreal Trudeau,46,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-04,1.0,Montreal Trudeau,76,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-10,1.0,Montreal Trudeau,77,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-24,1.0,Montreal Trudeau,67,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-16,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-29,1.0,Montreal Trudeau,66,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-10,1.0,Montreal Trudeau,32,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-23,1.0,Montreal Trudeau,83,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-27,1.0,Montreal Trudeau,88,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-08,1.0,Montreal Trudeau,90,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-12,1.0,Montreal Trudeau,75,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-16,1.0,Montreal Trudeau,88,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-26,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-17,1.0,Montreal Trudeau,0,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-03,1.0,Montreal Trudeau,31,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-09,1.0,Montreal Trudeau,61,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-26,1.0,Montreal Trudeau,62,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-28,1.0,Montreal Trudeau,51,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-18,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-06,1.0,Montreal Trudeau,50,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-29,1.0,Montreal Trudeau,41,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-30,1.0,Montreal Trudeau,66,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-05,1.0,Montreal Trudeau,54,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-03,1.0,Montreal Trudeau,62,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-23,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-11,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-16,1.0,Montreal Trudeau,64,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-13,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-17,1.0,Montreal Trudeau,28,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-14,1.0,Montreal Trudeau,88,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-07,1.0,Montreal Trudeau,88,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-28,1.0,Montreal Trudeau,69,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-05,1.0,Montreal Trudeau,74,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-03,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-15,1.0,Montreal Trudeau,64,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-30,1.0,Montreal Trudeau,67,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-10,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-05,1.0,Montreal Trudeau,83,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-12,1.0,Montreal Trudeau,16,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-15,1.0,Montreal Trudeau,88,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-09,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-19,1.0,Montreal Trudeau,81,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-01,1.0,Montreal Trudeau,36,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-06,1.0,Montreal Trudeau,48,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-02,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-22,1.0,Montreal Trudeau,84,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-19,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-03,1.0,Montreal Trudeau,80,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-11,1.0,Montreal Trudeau,69,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-19,1.0,Montreal Trudeau,36,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-21,1.0,Montreal Trudeau,83,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-18,1.0,Montreal Trudeau,67,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-01,1.0,Montreal Trudeau,63,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-04,1.0,Montreal Trudeau,59,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-25,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-20,1.0,Montreal Trudeau,75,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-13,1.0,Montreal Trudeau,61,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-26,1.0,Montreal Trudeau,40,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-21,1.0,Montreal Trudeau,48,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-04,1.0,Montreal Trudeau,43,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-20,1.0,Montreal Trudeau,84,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-10,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-28,1.0,Montreal Trudeau,43,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-13,1.0,Montreal Trudeau,50,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-27,1.0,Montreal Trudeau,57,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-17,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-13,1.0,Montreal Trudeau,70,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-06,1.0,Montreal Trudeau,82,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-02,1.0,Montreal Trudeau,92,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-06,1.0,Montreal Trudeau,61,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-18,1.0,Montreal Trudeau,12,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-01,1.0,Montreal Trudeau,91,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-30,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-21,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-23,1.0,Montreal Trudeau,81,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-23,1.0,Montreal Trudeau,58,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-28,1.0,Montreal Trudeau,94,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-05,1.0,Montreal Trudeau,83,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-17,1.0,Montreal Trudeau,63,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-18,1.0,Montreal Trudeau,47,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-07,1.0,Montreal Trudeau,64,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-02,1.0,Montreal Trudeau,82,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-11,1.0,Montreal Trudeau,91,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-11,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-15,1.0,Montreal Trudeau,81,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-16,1.0,Montreal Trudeau,61,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-27,1.0,Montreal Trudeau,79,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-15,1.0,Montreal Trudeau,91,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-24,1.0,Montreal Trudeau,34,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-18,1.0,Montreal Trudeau,84,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-07,1.0,Montreal Trudeau,71,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-05,1.0,Montreal Trudeau,92,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-26,1.0,Montreal Trudeau,78,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-17,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-30,1.0,Montreal Trudeau,90,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-07,1.0,Montreal Trudeau,90,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-27,1.0,Montreal Trudeau,59,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-25,1.0,Montreal Trudeau,49,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-05,1.0,Montreal Trudeau,32,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-13,1.0,Montreal Trudeau,70,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-07,1.0,Montreal Trudeau,40,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-05,1.0,Montreal Trudeau,68,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-28,1.0,Montreal Trudeau,84,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-20,1.0,Montreal Trudeau,60,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-28,1.0,Montreal Trudeau,82,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-22,1.0,Montreal Trudeau,89,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-02,1.0,Montreal Trudeau,65,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-16,1.0,Montreal Trudeau,52,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-07,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-08,1.0,Montreal Trudeau,58,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-18,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-22,1.0,Montreal Trudeau,68,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-04,1.0,Montreal Trudeau,52,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-10,1.0,Montreal Trudeau,87,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-10,1.0,Montreal Trudeau,24,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-30,1.0,Montreal Trudeau,69,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-01,1.0,Montreal Trudeau,84,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-09,1.0,Montreal Trudeau,85,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-20,1.0,Montreal Trudeau,54,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-15,1.0,Montreal Trudeau,66,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-24,1.0,Montreal Trudeau,25,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-20,1.0,Montreal Trudeau,99,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-17,1.0,Montreal Trudeau,90,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-19,1.0,Montreal Trudeau,75,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-10-03,1.0,Montreal Trudeau,74,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-25,1.0,Montreal Trudeau,92,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-23,1.0,Montreal Trudeau,71,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-14,1.0,Montreal Trudeau,62,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-27,1.0,Montreal Trudeau,74,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-29,1.0,Montreal Trudeau,88,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-11,1.0,Montreal Trudeau,72,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-23,1.0,Montreal Trudeau,89,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-19,1.0,Montreal Trudeau,64,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-27,1.0,Montreal Trudeau,75,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-12,1.0,Montreal Trudeau,81,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-14,1.0,Montreal Trudeau,46,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-04,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-09-29,1.0,Montreal Trudeau,91,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-09,1.0,Montreal Trudeau,49,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-20,1.0,Montreal Trudeau,80,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-07-14,1.0,Montreal Trudeau,86,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-26,1.0,Montreal Trudeau,76,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-31,1.0,Montreal Trudeau,37,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-05-21,1.0,Montreal Trudeau,78,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-03-26,1.0,Montreal Trudeau,78,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-01,1.0,Montreal Trudeau,76,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-08-14,1.0,Montreal Trudeau,80,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-22,1.0,Montreal Trudeau,63,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-06-25,1.0,Montreal Trudeau,71,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
Daily,2020-04-12,1.0,Montreal Trudeau,34,-73.7424121584688, 45.4678436940192,Dorval,Quebec,CA-QC,Canada
